,Event,Date,Organizer,Location
0,Code in the Dark ,30 января 2020 г.,GDG Rostov-on-Don,Ростов
0,DevDay 2020 (переносится на осень),11 апреля 2020 г.,Ivanovo IT Garage,Иваново
0,Программировать хочется всегда,26 декабря 2019 г.,Московский клуб программистов,Москва
0,Machine Learning Launch,15 февраля 2017 г.,Apache Spark in Moscow,Москва
0,[Мероприятие перенесено] Go Meetup Innopolis #1,19 марта 2020 г.,GDG Cloud Innopolis,Innopolis
0,English Club with Nataly — Better conversations,28 февраля 2020 г.,English Club with Nataly,
0,Контейнеризация и IBM Power,27 сентября 2018 г.,"Enterprise containers, clusters and service mesh",Москва
0,Встреча SpbDotNet №54,27 ноября 2019 г.,SpbDotNet,
0,HR-практики для Скрам и LeSS,5 марта 2019 г.,Large Scale Scrum (LeSS) Russia,Москва
0,JetBrains Night Brisbane,22 октября 2019 г.,JetBrains Nights,Fortitude Valley
0,WiBD Moscow: Технологии анализа данных. Траектории обучения в Data Science,23 октября 2019 г.,Women in Big Data (Russian Chapter),Moskva
0,During the ENOG15 we will have got tutorial about Netconf/YANG.,4 июня 2018 г.,Open Source Networking User Group Moscow,Москва
0,Играем в getKanban - игра-симулятор работы с потоком в Kanban,18 мая 2019 г.,"Agile Ufa (Scrum, Kanban, Lean, и все про бизнес-процессы)",Уфа
0,Встреча #2,27 апреля 2017 г.,SPb Azure Interest Group,Санкт-Петербург
0,Clojure Coding Dojo,15 июля 2018 г.,Moscow Clojure Meetup,Москва
0,Digital Pain: менеджмент,28 февраля 2020 г.,Rostov IT Events,Ростов
0,Dynamics 365 & Power Platform meetup Moscow - 25 февраля 2020,25 февраля 2020 г.,Russian MVP Community,Moskva
0,Трансляция Heisenbug | 5.12.19 | Нск,5 декабря 2019 г.,IT События ЦФТ,Новосибирск
0,In-Memory Computing: российские кейсы,26 октября 2018 г.,Moscow In-Memory Computing Meetup,Москва
0,C++ Party,26 апреля 2017 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,DevFest Astrakhan 2019,24 ноября 2019 г.,GDG Astrakhan,Astrakhan
0,Первая встреча Amazon Web Services (AWS) User Group Россия,20 января 2017 г.,AWS User Group Россия (СПб),Санкт-Петербург
0,"Знакомство, цели и задачи",17 мая 2013 г.,Novosibirsk Scala Enthusiasts,Новосибирск
0,Апрельская встреча #GDGUfa,29 апреля 2019 г.,GDG Ufa,Уфа
0,Data science workshop,25 февраля 2020 г.,Saratov IT,Саратов
0,Meetup #1,23 сентября 2016 г.,Elixir Lang Moscow,Москва
0,"Growth Chat with Gina Gotthilf, VP of Growth @ Duolingo",4 августа 2016 г.,Mobile Growth Moscow,Москва
0,Пятая встреча Front-End разработчиков,13 февраля 2016 г.,Tomsk Front-end Development Meetup,Томск
0,Google Developers Group Meetup,6 августа 2019 г.,GDG St. Petersburg,Sankt-Peterburg
0,St. Petersburg Apache® Ignite™ Meetup #3,23 октября 2018 г.,St. Petersburg Apache Ignite® Meetup,Санкт-Петербург
0,"Приветствую всех, как и обещал meetup от @aws_ru!",4 июля 2019 г.,AWS_RU,Москва
0,16 декабря состоится встреча по Machine Learning,16 декабря 2017 г.,Ivanovo IT Garage,Иваново
0,Общие вопросы электронной коммерции,9 апреля 2020 г.,Ecommerce Mastermind,
0,ООП в Scala: выход из застоя,22 ноября 2013 г.,Novosibirsk Scala Enthusiasts,Новосибирск
0,C++ Meetup #1,30 января 2020 г.,GDG Kaliningrad,Калининград
0,Drupal Global Training Days Moscow + Meetup,27 июня 2019 г.,[Any] Digital Moscow,Moskva
0,Учимся с Сергеем Дмитриевым в формате трейд-шоу,7 декабря 2016 г.,St. Petersburg Lean Coffee,Санкт-Петербург
0,Контейнеризация на примере Docker,30 октября 2019 г.,GDG Astrakhan,Astrakhan
0,DevOps40 on Chaos Constructions 2019,24 августа 2019 г.,DevOps-40,Sankt-Peterburg
0,I/O Extended 2019 Yaroslavl,23 мая 2019 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,GDG Python #1,22 марта 2019 г.,GDG Tyumen,Tyumen
0,Hedera Hashgraph Russian Meetup,4 декабря 2018 г.,Hedera Hashgraph - Saint Petersburg,Санкт-Петербург
0,Moscow Apache Ignite Meetup #4,11 сентября 2018 г.,Moscow Apache Ignite®  Meetup,Москва
0,WorldModel,1 февраля 2020 г.,FoundersDevelopers / WorldModel,
0,Первый Microsoft Mobile Dev Meetup,16 октября 2014 г.,Microsoft Dev Tech,Москва
0,Weekly Peaches - online meetups with YCombinator Startup School moderators,4 мая 2019 г.,Startup and Entrepreneurs Community at GrowUp,
0,Рассказываем истории в стиле Lean Coffee + Learning 3.0,26 июля 2016 г.,St. Petersburg Lean Coffee,Санкт-Петербург
0,"AWSRus #3, встреча в Veeam Software (СПб)",9 августа 2017 г.,AWS User Group Россия (СПб),Санкт-Петербург
0,English Speaking Club,29 ноября 2019 г.,Бесплатный Английский Разговорный клуб,Москва
0,BeerPHP Moscow #8 - One Year Special,25 декабря 2019 г.,BeerPHP Moscow,Moskva
0,PM Lunch in Biblioteka 25.01,25 января 2020 г.,PM lunch (St. Petersburg),Sankt-Peterburg
0,Mongo 4.0 | Область применения и новые возможности СУБД,17 октября 2018 г.,GDG Astrakhan,Astrakhan
0,Cloud Native Jenkins и Configuration-as-Code,8 ноября 2018 г.,St. Petersburg Jenkins Meetup,Санкт-Петербург
0,Sturtup Cleanpath. ,23 ноября 2019 г.,Dev2Dev,Krasnoyarsk
0,Анализ данных и управленческая отчетность в Google Spreadsheets,25 ноября 2019 г.,Moscow School of Business Analysis,Москва
0,Atlassian User Group MeetUp в гостях у Mail.ru,18 сентября 2018 г.,Moscow Atlassian User Group,Москва
0,St. Petersburg Rust Meetup,13 октября 2019 г.,SPb Rust Community,Sankt-Peterburg
0,Постгрес-вторник,21 января 2020 г.,#RuPostgres,
0,"AWSRus #5, 27 September 2018",27 сентября 2018 г.,AWS User Group Россия (СПб),Санкт-Петербург
0,Agile meetup#13,11 марта 2020 г.,AgileNSK,Новосибирск
0,Flutter Interact: Viewing Party,14 декабря 2019 г.,GDG Krasnodar,
0,Февральский SPb Python Meetup! 🔥,18 февраля 2020 г.,SPb Python Community,Sankt-Peterburg
0,Гибкая архитектура цифрового предприятия (Москва),5 июня 2017 г.,CradleCreativeProjects,
0,UE4 meetup SPb,3 ноября 2018 г.,Moscow Official Unreal Engine 4 User Group Meetup,Saint Petersburg
0,Адаптация Скрам-Мастера в новой команде,19 ноября 2018 г.,Inspired by Agile Moscow Meetup,Москва
0,PyData SPb v.3,18 марта 2020 г.,PyData SPb,Sankt-Peterburg
0,WorldModel,15 февраля 2020 г.,FoundersDevelopers / WorldModel,
0,Сourse Java for juniors: урок 12 - Создаем полнофункциональное приложение,12 сентября 2019 г.,Dev2Dev,Krasnoyarsk
0,Отчет о нашем первом митапе,29 апреля 2016 г.,TechGuruDay,Москва
0,Тренинг Kanban Method Basic,25 января 2020 г.,AgileSibir: все про Agile и Scrum из Сибири (Novosibirsk),Новосибирск
0,SJK - незаменимый инструмент Java сантехника,20 июня 2018 г.,Moscow Big Systems/Big Data,Москва
0,Scala Meetup,1 февраля 2019 г.,Kazan Expert Fridays Meetups,Казань
0,Вторая встреча: 146% практики. Захватите свой ноутбук!,19 июня 2013 г.,Krasnodar MongoDB User Group,Краснодар
0,SharePoint and Office 365 Moscow Meetup #4,3 октября 2019 г.,SharePoint and Office 365 Community Moscow,Moskva
0,Открытый meetup Moscow MysQL User Group и Percona 6 ноября,6 ноября 2015 г.,MMUG - Moscow MySQL User Group,Москва
0,Open Source Networking meet-up - now in BI.Zone,16 января 2019 г.,Open Source Networking User Group Moscow,Москва
0,How to Succeed with Branding and Pitching Your Startup in Moscow,3 октября 2019 г.,Moscow Startup Founder 101,Moskva
0,MongoDB в Яндекс.Облаке – обзор возможностей,13 февраля 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,Собрание стартап клуба,8 декабря 2019 г.,Стартап клуб,Москва
0,SPb Python - Ужасы разработки  😱 Готовимся к хэллоуину,22 октября 2019 г.,SPb Python Community,Санкт-Петербург
0,Ivanovo HoloLens Meetup,17 сентября 2016 г.,Ivanovo IT Garage,Иваново
0,AgileKitchen#2,14 сентября 2019 г.,AgileNSK,Новосибирск
0,PiterPy Meetup,13 октября 2020 г.,PiterPy Meetup,
0,Agile game PRODUCT BOX,20 декабря 2016 г.,AgilePeople_Spb,Санкт-Петербург
0,December Java Meetup,12 декабря 2019 г.,EPAM Moscow IT Events,Москва
0,"Python Workshop: модули, работа с ОС и подготовка данных к анализу",26 января 2019 г.,Women in Big Data (Russian Chapter),Nizhnij Novgorod
0,Девятая встреча общества анонимных тестировщиков,30 апреля 2020 г.,Общество анонимных тестировщиков,Moskva
0,Moscow Startup Office Hours: Get Business Advice from Experts,12 сентября 2019 г.,Moscow Startup Founder 101,Moskva
0,IT61job Meetup #2: Управление командой,25 февраля 2020 г.,Rostov IT Events,Ростов
0,"Agile game ""LEGO4SCRUM""­",13 декабря 2016 г.,AgilePeople.Ru,Москва
0,Первый PyData Meetup,17 февраля 2017 г.,PyData Moscow,Москва
0,Цифровые инструменты для автобизнеса новой реальности,22 октября 2020 г.,Автобизнес новой реальности,Москва
0,Local Hack Day @ Cyber Security Club,7 декабря 2019 г.,Cyber Security Club Moscow,Moskva
0,Dynamic Talks | DevOps,5 сентября 2019 г.,Saratov IT,Саратов
0,"Курс повышения квалификации ""Apache Kafka кластер администратор""",6 апреля 2020 г.,BigDataSchool,Москва
0,Tver.io Frontend Meetup,26 сентября 2019 г.,Tver.io Meetup,Тверь
0,Пятничная встреча MLUG / MLUG friday's meetup,10 апреля 2020 г.,Moscow GNU/Linux User Group,Москва
0,AGILE-трансформация организации: Составление дорожной карты трансформации,28 июня 2018 г.,Inspired by Agile Moscow Meetup,Москва
0,Power BI meetup Saint-Petersburg - 6 декабря 2019,6 декабря 2019 г.,Russian MVP Community,Москва
0,Осенняя Кафка в Леруа Мерлен,9 октября 2019 г.,Moscow In-Memory Computing Meetup,Москва
0,Вторая встреча разработчиков игр в Таганроге,20 декабря 2016 г.,Сообщество разработчиков игр (Таганрог),Таганрог
0,DEVKA2: Kafka Интеграция для разработчиков,13 февраля 2020 г.,BigDataSchool,Москва
0,Встреча JUG.ru — Groovy DSL в Jenkins и Pipeline. Реализации и подводные грабли,4 декабря 2017 г.,St. Petersburg Jenkins Meetup,Санкт-Петербург
0,Custom Machine Learning Recipes: Ingredients for Success,30 октября 2019 г.,Moscow Artificial Intelligence & Deep Learning,Mountain View
